user_id,item_id,rating
A33REC3J2JU2EL,B001AW9PTO,5.0
A1Z54EM24Y40LL,B000084EKO,3.0
A1Z54EM24Y40LL,B000084EKA,4.0
A1Z54EM24Y40LL,B000084EKB,4.0
A1Z54EM24Y40LL,B000084EKC,5.0
A1Z54EM24Y40LL,B000084EKD,2.0
A1Z54EM24Y40LL,B000084EKG,5.0
A1Z54EM24Y40LL,B000084EK8,3.0
A1Z54EM24Y40LL,B000084EK9,1.0
A1Z54EM24Y40LL,B000084EK4,3.0
A1Z54EM24Y40LL,B000084EK5,5.0
A1Z54EM24Y40LL,B000084EK6,5.0
A1Z54EM24Y40LL,B000084EK7,4.0
A2582KMXLK2P06,B000OIT8T2,5.0
A17HMM1M7T9PJ1,B000R4DWC2,4.0
AIQDUKFB4X38M,B002OLK5JO,5.0
A22CW0ZHY3NJH8,B0053PO8U0,4.0
AMQ1MEG334SAP,B000633WEW,1.0
A2158Y2U61AU9G,B000FNEX50,4.0
A2158Y2U61AU9G,B000FNEX50,5.0
A2158Y2U61AU9G,B000FNEX50,2.0
A2158Y2U61AU9G,B000FNEX50,5.0
A3HPCRD9RX351S,B008OV8RE8,5.0
A3HPCRD9RX351S,B008OV8RE8,4.0
AKZKG2Z7CNV27,B00008O36H,1.0
A9NXTC0HTPSDO,B001LG945O,5.0
A3FY3H6F4249E0,B001LG945O,3.0
A1B6O7SAIYG2N0,B001LG945O,3.0
A2TO2BN3P4C00L,B001LG945O,4.0
A16AXQ11SZA8SQ,B001LG945O,5.0
A3M8R4JD1SIS76,B001LG945O,3.0
A16WPA6JV83YXT,B001LG945O,2.0
A35JP8KSV9281K,B001LG945O,3.0
A1H7Y5XKPGT0OS,B001LG945O,2.0
A353U0L2HAMSHV,B001LG945O,3.0
A1P2XYD265YE21,B001LG945O,5.0
A2OWR5G2OAQF7C,B001LG945O,5.0
A3PJZ8TU8FDQ1K,B001LG945O,4.0
A1ONZ8JRPLBNUI,B001LG945O,5.0
A11ED8O95W2103,B001LG945O,3.0
A2Y8IDC1FKGNJC,B001LG945O,2.0
A1B05INWIDZ74O,B001LG945O,4.0
A1SCANWWQTEG9I,B001LG945O,1.0
ADS5APY1NKTL4,B001LG945O,5.0
A1AEPMPA12GUJ7,B001LG945O,4.0
A37CENQP0ZNKVE,B004K30HO2,3.0
A36MP37DITBU6F,B0035MT0K6,5.0
A2A1XYSB692L6J,B002CIKVOS,5.0
A1ZPY91VE3IDN1,B000ES3LMC,3.0
A2C9XE9I8RSKNX,B004AC0OF0,5.0
A281NPSIMI1C2R,B00094HIZC,5.0
A38KP1POQ191WT,B00094HIZC,3.0
AKMEY1BSHSDG7,B00094HIZC,5.0
A1W415JP5WEAJK,B001D4Q5AG,5.0
AAUICTIUBVU7R,B00382UXU4,5.0
AK8LOFYRZJJW0,B004I5KO9K,5.0
AKZKG2Z7CNV27,B0042395CA,2.0
AYGJ96W5KQMUJ,B001EPQQL2,5.0
A37CENQP0ZNKVE,B001EPQQL2,5.0
A1ZH9LWMX5UCFJ,B001EPQQL2,5.0
A29313797NGT9L,B001EPQQL2,4.0
A175N19FS2B4J,B000S11CD0,5.0
A3F3B1JPACN215,B0001M0Z3O,5.0
AY12DBB0U420B,B00061KXUA,5.0
A2YIO225BTKVPU,B0029J9U8S,5.0
A1IU7S4HCK1XK0,B004A72PKM,2.0
A3UCN2RGY7O6S1,B004ASGJ5S,5.0
A2158Y2U61AU9G,B001E5DZTS,5.0
A33AQPJYH7UUXR,B001E5DZTS,3.0
A1F7YU6O5RU432,B007J6KEPY,5.0
A3OXHLG6DIBRW8,B007J6KEPY,5.0
APP8XWYYV4PAA,B000G7VYWU,5.0
A1X1CEGHTHMBL1,B000E1BM16,5.0
A2YB7DLC3FOR7W,B000E1BM16,5.0
A1ZH9LWMX5UCFJ,B001A47SLE,5.0
A1HRYC60VTMYC0,B000ELWDRI,4.0
A2OEUROGZDTXUJ,B001GSOIY4,5.0
A1GQAKL9CGQLP1,B000G17Y9I,5.0
A1UQBFCERIP7VJ,B001LMPE2U,5.0
A2KIVODZRTGY4U,B004WM0ZTS,5.0
A3PJZ8TU8FDQ1K,B004WM0ZTS,4.0
A35R32TA60XD57,B001M09ATY,1.0
A1Z54EM24Y40LL,B0012KH06Y,3.0
A1KEK09ZA6J9P8,B002PNGY28,5.0
A3M174IC0VXOS2,B0000EIE2Z,5.0
A26A64X86VL1R4,B004W7T9VI,4.0
A1Z54EM24Y40LL,B000BXUVYG,4.0
A2PNOU7NXB1JE4,B000E15DFM,5.0
A393F381MA82AY,B000E15DFM,4.0
A2UCZAWAN5QMJQ,B003VXFK44,4.0
A35R32TA60XD57,B003VXFK44,5.0
A2SZLNSI5KOQJT,B003VXFK44,4.0
A2SZLNSI5KOQJT,B003VXFK44,5.0
A17HMM1M7T9PJ1,B003VXFK44,4.0
A2SZLNSI5KOQJT,B003VXFK44,3.0
A26NFIQ7KWI8Y7,B003VXFK44,3.0
A2TJG4N8LNJW23,B003VXFK44,4.0
A2SZLNSI5KOQJT,B003VXFK44,3.0
AYOMAHLWRQHUG,B003VXFK44,5.0
A2D1LPEUCTNT8X,B003VXFK44,3.0
A3OXRFCJI67IMN,B003VXFK44,4.0
AQQLWCMRNDFGI,B003VXFK44,4.0
A2KUUWP4ZZMOBP,B003VXFK44,4.0
A2SZLNSI5KOQJT,B003VXFK44,4.0
A26NFIQ7KWI8Y7,B003VXFK44,1.0
AYOMAHLWRQHUG,B003VXFK44,5.0
A35R32TA60XD57,B003VXFK44,5.0
AQQLWCMRNDFGI,B003VXFK44,4.0
A6KL17KKN0A5L,B000LKZ84C,5.0
AY1EF0GOH80EK,B00469VTOW,4.0
A281NPSIMI1C2R,B004OLUCAE,5.0
A1GQAKL9CGQLP1,B004OLUCAE,5.0
A281NPSIMI1C2R,B000WS1AJA,5.0
A175N19FS2B4J,B000MGSJ5A,5.0
A281NPSIMI1C2R,B000M5PP8U,5.0
AY1EF0GOH80EK,B00060PTLO,5.0
A1IU7S4HCK1XK0,B00060PTLO,5.0
A1GYEGLX3P2Y7P,B00060PTLO,5.0
A25C2M3QF9G7OQ,B001EQ5EQE,5.0
A1IU7S4HCK1XK0,B0092X7OGY,5.0
AZV26LP92E6WU,B0043P126O,5.0
A3HPCRD9RX351S,B0007A0AP8,5.0
A26LD9FQHTM8ZH,B0007A0AP8,5.0
A2UCZAWAN5QMJQ,B006N3IG4K,4.0
A35R32TA60XD57,B006N3IG4K,5.0
A2SZLNSI5KOQJT,B006N3IG4K,4.0
A2SZLNSI5KOQJT,B006N3IG4K,5.0
A17HMM1M7T9PJ1,B006N3IG4K,4.0
A2SZLNSI5KOQJT,B006N3IG4K,3.0
A26NFIQ7KWI8Y7,B006N3IG4K,3.0
A2TJG4N8LNJW23,B006N3IG4K,4.0
A2SZLNSI5KOQJT,B006N3IG4K,3.0
AYOMAHLWRQHUG,B006N3IG4K,5.0
A2D1LPEUCTNT8X,B006N3IG4K,3.0
A3OXRFCJI67IMN,B006N3IG4K,4.0
AQQLWCMRNDFGI,B006N3IG4K,4.0
A2KUUWP4ZZMOBP,B006N3IG4K,4.0
A2SZLNSI5KOQJT,B006N3IG4K,4.0
A26NFIQ7KWI8Y7,B006N3IG4K,1.0
AYOMAHLWRQHUG,B006N3IG4K,5.0
A35R32TA60XD57,B006N3IG4K,5.0
AQQLWCMRNDFGI,B006N3IG4K,4.0
A1SO1PGDNVMLXC,B0001M10OW,5.0
A35R32TA60XD57,B000N648QI,5.0
A2GEZJHBV92EVR,B003ZRZN7K,5.0
A2XKJ1KX6XUHYP,B0005XN6GM,5.0
A1Q7A78VSQ5GQ4,B000NCXRSM,5.0
A25C2M3QF9G7OQ,B003W07D1E,4.0
A6GMEO3VRY51S,B0007OVXLO,5.0
A2A1XYSB692L6J,B000LR4HYW,4.0
A2E3WMF9RWW2X2,B001CGTN1I,5.0
A2DPYMNI2HCIOI,B001CGTN1I,5.0
A3VKBFC5K2INR4,B001CGTN1I,5.0
A3QJQQZTKFV7BJ,B001CGTN1I,5.0
A1FP5ZLSKR07SU,B000F4D4HW,1.0
A38KP1POQ191WT,B001HTIES8,1.0
ARYSDAZNRXN6G,B003EML8PM,3.0
A33REC3J2JU2EL,B003EML8PM,5.0
A6KL17KKN0A5L,B003EML8PM,5.0
A1080SE9X3ECK0,B003EML8PM,5.0
AKMEY1BSHSDG7,B0001UZTJG,5.0
A2M9D9BDHONV3Y,B00720JZQQ,4.0
A1YUL9PCJR3JTY,B000PSNJXC,5.0
A3PD8JD9L4WEII,B003OB4B2U,3.0
A3VKBFC5K2INR4,B000G1769G,5.0
AJB5P7GVR0MT8,B002DHN956,2.0
A3RR2P5IS3DGPR,B004GU3YXU,5.0
A3EBHHCZO6V2A4,B004GU3YXU,5.0
A36WGHR8TO5DKT,B006BXUX1Q,3.0
A2MNB77YGJ3CN0,B005DVVAH8,4.0
A3HPCRD9RX351S,B0006L0UBC,5.0
A3OXHLG6DIBRW8,B00389Q4XW,4.0
A20OQMLRFNZADL,B0029NVMXA,3.0
A3F3B1JPACN215,B0029NVMXA,4.0
A1TMAVN4CEM8U8,B0034KP00S,5.0
A7EK88GF8N40F,B0034KP00S,5.0
A1TMAVN4CEM8U8,B0034KP00S,5.0
A1TMAVN4CEM8U8,B0034KP00S,5.0
A1TMAVN4CEM8U8,B0034KP00S,5.0
A1TMAVN4CEM8U8,B0034KP00S,5.0
A3094EPI56GKZ6,B0034KP00S,5.0
A1P2XYD265YE21,B0034KP00S,5.0
A361PLXEWB9UC1,B0034KP00S,5.0
A1TMAVN4CEM8U8,B0034KP00S,5.0
A2XNJJ9TF70P4J,B0034KP00S,1.0
A3M8R4JD1SIS76,B000EM6PC6,5.0
AQLL2R1PPR46X,B000EM6PC6,5.0
A1P2XYD265YE21,B004UZWHPC,5.0
AR7TAEEUDHMUB,B001NJI7GQ,5.0
A2YHXAZLCLDT8D,B001NJI7GQ,5.0
ACYR6O588USK,B003M8GSWQ,5.0
A1Z54EM24Y40LL,B004INIUQQ,5.0
A2R1HUYHXV7H18,B002TSHYSW,5.0
A3LWC833HQIG7J,B002TSHYSW,5.0
AQ6AGWKWMTY8H,B000Y2OP0K,1.0
A2XKJ1KX6XUHYP,B007IK5QZO,5.0
A33AQPJYH7UUXR,B00213ERI0,4.0
A2OL5WLCNZVD9K,B001KVPC0G,5.0
A1X1CEGHTHMBL1,B001KVPC0G,5.0
AJCK6OKNWGIYG,B001KVPC0G,5.0
A1TMAVN4CEM8U8,B001KVPC0G,5.0
A1TMAVN4CEM8U8,B001KVPC0G,5.0
A11ED8O95W2103,B001SAW31U,3.0
A1Z4LX3Q1YMF84,B000N648OA,5.0
A2A1XYSB692L6J,B0029KJ5BE,3.0
AYGJ96W5KQMUJ,B003HI2ZFU,2.0
A38RWVWOQPYJSA,B001KPK4XM,4.0
A29P51TN9KKMU9,B001KPK4XM,5.0
A281NPSIMI1C2R,B004I5H8C6,5.0
A2W9B725TZBXOX,B005C3IVN8,5.0
A13MKSASQ6YWL7,B005C3IVN8,5.0
AJQDIT55SZ3ZX,B001EQ5D6U,5.0
A2AOD7254MCKSH,B005HB4HGU,5.0
A2R6RA8FRBS608,B0024NOZ16,5.0
A36MP37DITBU6F,B000O3HWN6,2.0
A1Z54EM24Y40LL,B0012KB4WU,4.0
A1IH42TUIZ2XJL,B004P4TL8E,5.0
AMRMK86X3PKXD,B001SB4VSC,5.0
A1KEK09ZA6J9P8,B001CD1VI4,5.0
AY1EF0GOH80EK,B001CD1VI4,5.0
A2A8KWCE8RKB9T,B001CD1VI4,5.0
A3PD8JD9L4WEII,B001CD1VI4,5.0
A3BH49ZKESHDID,B001CD1VI4,5.0
A2MUGFV2TDQ47K,B001CD1VI4,5.0
A1XGFW5016CGQI,B001CD1VI4,5.0
AJB5P7GVR0MT8,B001CD1VI4,3.0
A1RRMZKOMZ2M7J,B001CD1VI4,2.0
A3BH49ZKESHDID,B0004M0GJ4,5.0
AY12DBB0U420B,B003H7YHUW,5.0
A2PNOU7NXB1JE4,B001EQ4LEA,4.0
A11OTLEDSW8ZXD,B00141UC9I,4.0
A3094EPI56GKZ6,B00141UC9I,5.0
A3094EPI56GKZ6,B00141UC9I,5.0
A2Y8IDC1FKGNJC,B00141UC9I,5.0
A383XURHVF8ON6,B0009XQSAY,5.0
AKMEY1BSHSDG7,B0009XQSAY,5.0
A2II09GQGWOMTQ,B0009XQSAY,5.0
A2MNB77YGJ3CN0,B0009XQSAY,5.0
AY1EF0GOH80EK,B003O7AD9Y,5.0
AY12DBB0U420B,B000F5429A,3.0
ALSAOZ1V546VT,B000FBM3YK,5.0
AXO4PQU0XG3TG,B000FBM3YK,5.0
A13K3ZLWAWN1EI,B000FBM3YK,5.0
A2OWR2PL3DLWS4,B000FBM3YK,5.0
A2OWR2PL3DLWS4,B000FBM3YK,5.0
A2OWR2PL3DLWS4,B000FBM3YK,5.0
A13K3ZLWAWN1EI,B000FBM3YK,5.0
ALSAOZ1V546VT,B000FBM3YK,5.0
A2IYLMDQGBB4VG,B000FBM3YK,2.0
A2A8KWCE8RKB9T,B008EG59KS,5.0
A1T1YSCDW0PD25,B008EG59KS,4.0
A36MP37DITBU6F,B001O2DE1U,5.0
A2YB7DLC3FOR7W,B004P6ISP4,4.0
A3D9NUCR4RXDPY,B009KP6HBM,4.0
A1WOMXOEX90ARI,B000FKL0EU,5.0
A3T0OTH5072YRE,B0055TCURC,3.0
A3VKBFC5K2INR4,B001ELLB4S,5.0
A29313797NGT9L,B001RN1O0E,3.0
A1LZJZIHUPLDV4,B000YV7WBU,5.0
A383XURHVF8ON6,B000YV7WBU,5.0
A132ETQPMHQ585,B000YV7WBU,3.0
AY12DBB0U420B,B0036FOV2O,5.0
A2TN9C5E4A0I3F,B004WMB132,4.0
A3OGYXV9S7MJHM,B007HP9T5S,3.0
A1Q7A78VSQ5GQ4,B004H0ZCI4,5.0
A1K82R24ROO2I7,B00438MLHK,4.0
ACAIEIV03NBHY,B0045TDE46,3.0
A1N5FSCYN4796F,B002TMV34E,3.0
AJD41FBJD9010,B002TMV34E,5.0
A2XNOB1T796Y6B,B002TMV34E,3.0
A1TMAVN4CEM8U8,B0038RLIYO,2.0
A1B6O7SAIYG2N0,B004OLKF60,5.0
A2SZLNSI5KOQJT,B004OLKF60,5.0
AYOMAHLWRQHUG,B004OLKF60,4.0
A2SZLNSI5KOQJT,B004OLKF60,3.0
A2SZLNSI5KOQJT,B004OLKF60,2.0
A1ODKP5Y7DPMM1,B004286RC6,5.0
A2C9XE9I8RSKNX,B001E5DQGK,5.0
ACAXV4V8PBCE3,B002MXSAD2,5.0
